ID,Symbol,TP1,TP2,TP3,TP4,TP5,TP6
1000,CDH2,0.448500686443713,0.526672930843239,0.601228843406093,0.0632611913233574,-0.676221803208586,-0.875663027000608
10010,TANK,-0.926938385785863,-0.756139407829388,-0.443258873926653,-0.355761959302762,1.20099626387248,1.15507912833396
10020,GNE,-0.850297542125215,-0.780670442436933,-0.663823820517635,-0.198916545336463,0.902923124258947,1.46067348575114
10024,TROAP,0.365976529777185,0.415231603181451,0.996881930701106,0.526917821888067,-0.541665772378487,-1.69413684597242
10036,CHAF1A,0.897544418090669,0.429127382994109,0.926125237986886,0.152403740225984,-0.747119827327842,-1.58655972147079
10040,TOM1L1,-0.241390509767741,-0.570250412818835,-0.662630434462949,0.0370081591972088,0.378510773845411,0.963710688537099
10043,TOM1,-0.457133789989845,-0.765309472705387,-0.67821288650309,-0.184614081487175,0.617787679717969,1.3399309721833
10059,DNM1L,0.334885353848175,0.587599442366305,0.606940662099268,0.140982262957847,-0.415445924128727,-1.15702855674848
10076,PTPRU,-0.57028008283837,-0.484930014550475,-0.776630841928388,0.173662977437969,0.3457494979639,1.23160679482362
10090,UST,-0.554336421745405,-0.741022886763445,-0.478351815636611,-0.0467959371960796,0.80506542300544,0.891937823875527
10101,NUBP2,0.78734185554434,0.286863204540677,0.455935921127549,0.178221728028695,-0.602214708583449,-1.0583374665677
10112,KIF20A,0.499260208575469,0.523021354214732,0.761036725345359,0.750003364113349,-0.697953302585378,-1.74819812396108
10127,ZNF263,-0.560243684194788,-0.810237297774471,-0.188272099334501,-0.449246963614757,0.643787552763881,1.22917294252556
10133,OPTN,-0.553777235723103,-0.666940645637662,-0.488971149282378,-0.449061206127211,1.0434797360598,1.00411372643761
10137,RBM12,0.922272772636079,0.874177333360315,0.592071077402755,-0.204665561888796,-0.597675875586334,-1.4404835236973
10146,G3BP1,0.995964619858134,0.298276814860387,0.787305473585458,0.0450402698260673,-0.915276647048096,-1.16159772860522
1015,CDH17,-0.629740553884013,-0.660737882467447,-0.673081146203524,-0.214598094470697,0.439416056113864,1.62861864050058
10159,ATP6AP2,-0.880666196346185,-0.565672137934142,-0.78535506379893,0.171775465147837,0.916219570947262,1.04941967232847
1017,CDK2,0.79560981794304,0.672847516829635,0.507776049367557,0.470477290265628,-0.723210717941055,-1.61135870365987
10189,THOC4,0.897660701391807,0.587411562561193,0.714252254332037,0.102241771538214,-0.832296532592261,-1.37136783013746
1019,CDK4,0.801895855295545,0.725321948866211,0.533482424529826,0.170593533946931,-1.08247551489836,-1.02793125626245
10197,PSME3,0.88976709712526,0.565286005190316,0.456481820845837,0.47902069577269,-0.710234414929492,-1.58610686980623
1021,CDK6,0.428257523244271,1.16180083133388,0.870833752780567,-0.282805776873748,-0.558310538842616,-1.42614231975338
10210,TOPORS,0.715772335518031,0.382435925745328,0.219645727454017,0.364811632830259,-0.405999744830614,-1.21292655575947
10213,PSMD14,0.59562018105579,0.414575079557692,0.493329215474054,0.35153170759252,-0.753765161392716,-1.03219517569439
10239,AP3S2,-0.224829337461905,-0.809206687219017,-0.624431597131595,-0.225173755914149,0.278165609858393,1.4706079866651
1025,CDK9,-0.55027441665578,-0.804007196776389,-0.664506397637174,0.281320602494152,0.400963442560845,1.20250276655162
10254,STAM2,-0.405298380816323,-0.622047248709003,-0.746180682283415,-0.048130718668969,0.336480998450968,1.38150149057524
1026,CDKN1A,-0.374209262093206,-0.410648325936395,-0.999326574195231,-0.417084104496619,0.543300693162569,1.58952618590282
10262,SF3B4,0.855665509496512,0.589148808671985,0.753884900695832,0.236334838778377,-1.15948525133412,-1.17735733819659
10279,PRSS16,-0.370234967779191,-0.748210955482963,-0.744789508201207,-0.146475688281887,0.355977517040631,1.52903177679079
1028,CDKN1C,-0.432261409476829,-0.457608397357862,-0.60744164446777,-0.101869058920963,0.599119247188012,0.923793196809103
10282,BET1,-0.361619217963056,-0.886909651268144,-0.814834692167343,0.117778678278669,0.412166108047784,1.38560049986073
10289,EIF1B,-0.535626244393502,-0.68809293592861,-0.730943493549276,-0.171167768982929,0.464835774791534,1.54631251207468
10293,TRAIP,0.677203538940422,0.634392250361542,0.815027769179672,0.0229845894359196,-0.56695456861483,-1.4769215375758
10300,KATNB1,0.701189613574822,0.57479078205899,0.628746535317232,0.255078258934235,-0.553810471540235,-1.51019625466855
10311,DSCR3,-0.679512926145868,-0.836684013771045,-0.658877614275149,0.0532583081487986,0.90691291129684,1.07545599911792
10325,RRAGB,-0.792714165309783,-0.851397070123976,-0.636570462755018,0.228163353468834,0.986372109931,0.924246723101614
10327,AKR1A1,-0.721705620810472,-0.823731241168136,-0.854530356924942,0.156889705194396,0.688085951749648,1.41770302176482
10328,COX4NB,0.641590840157888,0.698353303563587,0.718311971837759,0.22003417547396,-1.02057499870972,-1.14132307506288
10350,ABCA9,-0.758559044504996,-0.376920437101359,-0.799594825620349,-0.0886871484751095,0.666309639228594,1.29463174362299
10357,HMG1L1,0.801295952501409,0.508118540217559,0.763917035975686,0.113349587998572,-0.751855240780668,-1.35013945254296
